Title,URL,Date,Content
Bruce Lehrmann lodges court application to have rape charges halted,https://www.abc.net.au//news/2025-06-24/bruce-lehrmann-court-application-rape-charges-halted/105454924,2025-06-24,"Former Liberal Party staffer Bruce Lehrmann has filed a court application seeking that rape charges against him in Queensland be permanently halted. The application, filed this week in the Toowoomba District Court, seeks a declaration that intercepted phone calls between Mr Lehrmann's lawyers and Queensland police were ""illegally obtained"". The defence's application also requested that the defendant have a list of materials in the police investigation and a declaration that the Queensland Police Service ""do not have the power nor the discretion to determine what is relevant to a defence case and must disclose all materials in the course of the police investigation"". Mr Lehrmann's Sydney-based lawyer Zali Burrows filed the application for a permanent stay of the proceedings and for pre-trial directions and rulings under the Criminal Code. It follows weeks of legal wrangling between the Crown and Ms Burrows, who came on board as his legal representative after the case was committed for trial. Mr Lehrmann faces two counts of rape, alleged to have occurred in Toowoomba, west of Brisbane, in October 2021. Following a committal hearing in the Toowoomba Magistrates Court in July 2024, Mr Lehrmann was committed to stand trial in the Toowoomba District Court. In May this year, Ms Burrows told the District Court, during a mention of the case, that there was a ""shroud of secrecy"" over the police investigation into her client. On that occasion, Ms Burrows said the defence had only received about 200 pages of a 2,200-page download from the complainant's mobile phone records. The defence was also seeking access to all police notebooks, diary entries, emails and text messages related to the rape investigation. A hearing of the defence application for the police notebooks and other information has been set down for July 25 in the Toowoomba District Court. Mr Lehrmann's application for a permanent stay will be mentioned in the Ipswich District Court on Wednesday, as the Toowoomba District Court is not sitting this week. Court documents, filed in the Toowoomba District Court, also include an affidavit from the practice manager at the Toowoomba office of the Director of Public Prosecutions, Peter Blake-Segovia. In that affidavit, Mr Blake-Segovia said that the arresting police officer, Detective Senior Constable Ashlee Ryder, had responded to him via email, setting out items in her possession that were not provided as part of the brief to the DPP, including: Mr Blake-Segovia said the police officer had also confirmed ""that there were two notebooks in her possession that were not part of the brief provided to the Director of Public Prosecutions. I have sought these items be provided for disclosure."" The officer confirmed that all signed statements had been provided but that a further addendum, from the complainant, had been drafted but not yet signed. Once signed, it would be provided, the DPP officer said. The DPP said that once all items were received from the police officer, they would be reviewed ""to ascertain whether they ought to be disclosed"" prior to the hearing listed for July 25."
Another reshuffle looming for Australia in West Indies Tests,https://www.abc.net.au//news/2025-06-24/west-indies-australia-test-series-batting-line-up-josh-inglis/105454338,2025-06-24,"Josh Inglis is unsure where he will bat in the new-look Australian line-up as the vanquished Test champions prepare to play in the West Indies for the first time in a decade. Afterscoring a century on debut in Sri Lanka earlier this year, Inglis made way for the World Test Championship final at Lord's. But afterMarnus Labuschagne's long-term struggles continued and Steve Smith suffered a nasty dislocated fingerin the shock defeat to South Africa, Australia opted to bring Inglis and teenage tyro Sam Konstas in for the first Test in Barbados. In his two Tests in Galle, Inglis batted at number five asTravis Head pushed up to open, as he often has in Asia. But with Konstas almost certain to partner veteran opener Usman Khawaja in facing the new ball, Inglis could be asked to bat at number three. That would allow Cameron Green to shift to number four, now vacant due to Smith's injury. In his first Test for more than a year in the World Test Championship final, Green struggled at number three with scores of 4 and 0 in his return from back surgery. Inglis said he is unfazed where he bats, having constantly moved around in the first-class cricket for Western Australia and in international white-ball games. ABC Sportwill have live blog coverage of every day of all three West Indies-Australia Tests. ""I think it's just because I have done it, I feel comfortable going into different positions,"" Inglis told reporters at Bridgetown's Kensington Oval. ""I've batted at the top in white-ball cricket and in the middle, so I've become accustomed to moving around a fair bit, and [it's] something I pride myself on. ""With Smudge [Smith] getting injured, there was an opportunity for someone else to come in. ""I took a lot of confidence from [from Sri Lanka]; my debut Test match, it was nice to go out there and get a hundred."" Incumbent wicketkeeper Alex Carey will retain the gloves, meaning Inglis will likely be in the slip cordon between giants Green and Beau Webster. ""It's probably like a bail in between two stumps with me in between those two, so it should be good viewing on camera,"" he said. But the 30-year-old said he prided himself on fielding well, having only taken up wicketkeeping full-time when he was 14 years old. Coach Andrew McDonald and captain Pat Cummins have been open about this series being a ""reset"" for the group. They were unable to defend the Test title they won in 2023, but the first Test, starting Thursday midnight AEST, gets the new WTC cycle underway and presents the Test team's last hit-out before this summer's Ashes. Australia convincingly won both matches of the two-Test tour of the West Indies back in 2015. Star bowlers Mitchell Starc, Josh Hazlewood, and Nathan Lyon featured in the Caribbean a decade ago, but the other eight members of the XI have never played a Test in the region. Australia's batting order suddenly seems very inexperienced, with Konstas and Inglis having only played two Tests each, while all-rounder Beau Webster is preparing for his fifth. Windies pace sensationShamar Joseph will be hoping that coming up against Australia will again bring out his best. Joseph, in just his second Test, famously bowled the touring Windies to a famous and unlikely win over Australia at the Gabbathe last time the teams played a Test, in January 2024. AAP"
Five years ago it collapsed. Now Virgin Australia is back on the ASX,https://www.abc.net.au//news/2025-06-24/virgin-australia-returns-to-trade-on-the-asx-in-ipo/105451822,2025-06-24,"Virgin Australia shares have rallied as the airline has officially returned to the stock market, marking one of the most anticipated listings of the year and the latest chapter in its turbulent journey. Virgin's initial public offering (IPO) was priced at $2.90 per share, raising $685 million for the company. After the company resumed trade on the Australian Securities Exchange (ASX) on Tuesday afternoon, Virgin shares ended 11.4 per cent higher, at $3.23. After collapsing into administration at the height of the COVID-19 pandemic in 2020, Virgin was rescued by US private equity giant Bain Capital and delisted from the stock exchange. Now the airline has taken off on the ASX once more, with a leaner business model, a new shareholder mix and the financial muscle of Qatar Airways behind it. At the completion of the IPO, Bain's stake in Virgin was reduced to about 40 per cent, while Qatar Airways retained about 23 per cent, according to the prospectus. At the bell-ringing ceremony at the ASX, Virgin chief executive Dave Emerson was loath to make any predictions around the share price on the first day of trade. ""We're focused on delivering long-term value for our shareholders, continuing to improve our performance, and so over time, I expect that to be reflected in stock price,"" he told reporters at Exchange Square in Sydney's CBD. The airline was not seeking to raise funds through the IPO, but rather to deliver a return to its existing owners, who would have their stake reduced. ""It's a great sign that we did not need to raise any money in this float, it means that we have a very strong balance sheet,"" Mr Emerson said. ""We didn't need any additional capital, in fact, we're generating strong returns and we're able to fund our fleet growth without needing new equity … so we feel very well set-up for the future."" Overnight, two Virgin services operated by Qatar Airways were diverted on their way to Doha due to the temporary closure of Qatar's airspace, as Iran launched missiles towards US air bases. One flight from Sydney and one from Brisbane were affected, with both landing safely. The Virgin CEO said he received a call at 3:30am from his operations team, informing him of the diversion: ""I thought, it was going to be a long day"". ""Things are trending in a very good direction much more quickly than I might have thought when I woke up this morning and so I'm optimistic about where we're headed. ""Our flights today are scheduled to operate, they'll probably be delayed but we're expecting to operate our regular schedule today and then hopefully it's business as usual from there."" Mr Emerson said the airline would continue operating flights as it was up to customers whether they wanted to travel in the current environment. ""We've got free change over the next week, if anybody doesn't want to travel, they're welcome to change their plans or they can cancel and get a complete refund,"" he said. ""We want to support our customers here and let people make their own decisions about what they're comfortable with."" More than five years ago now, Virgin's fall was swift and dramatic. However, it was also entirely predictable if one considered the fate of Ansett Australia. A fierce price war with Qantas had left Virgin financially vulnerable. Then came the global pandemic, grounding fleets and evaporating revenue almost overnight. ""Qantas was worried that Virgin Australia was going to attack its corporate travel market and go after the business market, so we had this brutal price war which left Virgin Australia a little bit weak,"" aviation analyst Peter Harbison told ABC News. ""And then when it was just starting to recover, COVID came along and it went into administration."" In April 2020, Virgin entered voluntary administration, with its boss blaming its failure to secure a federal government bailout. Within months,the airline was sold to Bain Capital for $3.5 billion. Bain Capital grounded budget offering Tiger Airways for good and set about repositioning Virgin as a mid-market offering. Virgin returned to profitability in 2023. Mr Harbison said Virgin Australia offered fewer inclusions than Qantas but broader appeal than budget airline Jetstar. ""The lounges are more limited. Its product is really very much tailored to the mid-market, which does suggest quite a lot."" Mr Emerson described the airline as ""different in almost every way as far as the business model goes"" to the Virgin that collapsed during the pandemic. ""We're serving the small business, serving the value corporate, serving the premium leisure segment, those people who really value the product that we put out there … we've changed the whole business model, but what hasn't changed is our focus on delivering great service."" As of February this year, Virgin has an additional backer in government-owned Qatar Airways, which bought a 25 per cent stake in the airline and delivers more access to international routes. ""Now with Qatar, they have a very tidy deal which will very much help them in the future,"" Mr Harbison said. Despite that, he did not line up to buy shares in the relisted Virgin. ""It is a highly risky business. The profitability margin over the last 70-odd years since the Second World War is pitiful."" The answer, according to analyst Mr Harbison, could be no. He argued meaningful airfare reductions are unlikely without government intervention to free up airport slots and increase competition. That is despite regional carrier Rex set to become government-owned if alternative buyers can't be found. Mr Harbison said, with Rex firmly positioned as a regional airline, the Qantas–Virgin duopoly will remain. ""The only thing that is going to produce lower airfares is if demand slackens,"" Mr Harbison said. ""And it's not really showing a lot of signs of that at the moment — consumer confidence is reasonably high."" Mr Harbison said while Virgin IPO may result in some money spent on fleet renewal and other improvements, another price war with Qantas was unlikely. ""Qantas doesn't really want to rock the boat, it likes having Virgin there with a third of the market as long as it doesn't get too aggressive. However, in recent weeks, Qantas has shown signs of ramping up competition in the trans-Tasman market, adding around 60,000 additional seats for December and January, taking on Air New Zealand. Aviation expertNeil Hansford told ABC News the additional capacity could keep a lid on prices, in good news for travellers. ""You're not going to see anything like the price increases that could possibly have existed had Qantas not put all this extra capacity into the market,"" he said."
We waited two decades for a 28 Days Later sequel. It doesn't disappoint,https://www.abc.net.au//news/2025-06-24/28-years-later-review-danny-boyle-ralph-fiennes-jody-comer/105449988,2025-06-24,"It hasn't quite been 28 years since a bleary-eyed Cillian Murphy drifted onto the streets of a deserted London, in 2002's 28 Days Later, which redefined the zombie film for a new millennium. What:A 12-year-old member of a secluded island community ventures into zombie-infected Britain. Starring:Alfie Williams, Jodie Comer, Aaron Taylor-Johnson Directed by:Danny Boyle Likely to make you feel:Like the wait was worth it Danny Boyle and screenwriter Alex Garland flooded Britain with a 'rage virus' that evolved the undead from a shuffling, slow-burn threat into a frenzied foe. Its frenetic editing and MiniDV cinematography established the visual hallmarks for a paranoid era of post-9/11 horror. The timing of the film's sequel, 28 Years Later, now in Australian cinemas, feels apt. Zombie films have found major commercial success in recent decades but, creatively, they've stalled. The fast zombies and gritty survivalist narrative of Boyle's original film have been endlessly recycled. It's telling that the most popular example of the genre, HBO's The Last of Us, is an adaptation of a 2013 video game. If the apocalypse was a fun hypothetical to consider in the early 2010s — the peak of zombie saturation — the pandemic has made societal collapse a more immediate reality. Boyle, now 68 years old, has lost little of the apoplectic fury that charged his pioneering classic. 28 Years Later begins on a secluded island whose inhabitants have successfully weathered the few decades since the rage virus broke containment. The fortified community is connected to mainland Britain via a low-lying coastal path, where villagers go to gather resources — and, in the case of 12-year-old Spike (Alfie Williams), score a first infected kill. As part of his coming-of-age rite, Spike's father, Jamie (Aaron Taylor-Johnson, Nosferatu), accompanies him for his first encounter with the undead. Their mission quickly goes sideways when they encounter an Alpha, a mutated variant with colossal strength and a pack of underlings under command. The mainland is also revealed to be home to Ian Kelson (Ralph Fiennes, Conclave), a doctor branded as a madman by the villagers for his unconventional handling of the undead but, potentially, the only hope for Spike's mother, Isla (Jodie Comer, Killing Eve), whose mind and body have been wracked by a mysterious disease. The first stretch of the film is an effectively nervy exercise in folk horror but it's not immediately clear why, after so many years, Boyle and Garland decided to revisit this world. Save for some flashes of clever world-building (the village being comprised of die-hard Queen Liz royalists is a bleakly hilarious touch), the expanded scope of 28 Years Later initially stays confined to well-trodden genre territory. Cultish enclaves are a persistent rash in the post-apocalypse, while the virus's Alpha mutation is a cliché better suited to video games. One of the early surprises is that, with the scarcity of human flesh, some of the sprinting zombies of yore have now been reduced to a crawl. The transition from MiniDV's hypnotically hazy textures to iPhone cinematography makes for an intriguing stylistic refresh, if not a revolutionary one. In the hands of returning DP Anthony Dod Mantle (who steered the early digital innovations of theDogme 95 movement), the iPhone 15 Max footage lends an eerie unreality to the film, visible in its deep focus, wide angles and sharp edges, the horizon hanging oppressively across the overgrown landscape. Unlike a typical phone recording, the image is stretched into a panoramic aspect ratio (usually reserved for Hollywood epics), while colours are intensified into irradiated hues. It's an astonishing advertisement for what consumer electronics are capable of nowadays, though the film resists some of the more idiosyncratic limitations of pocket cameras. There's a noticeable shift away from its scrappy, low-budget origins, with the occasional use of drones and expensive cinema cameras adding an additional sheen to its exterior. The particulars of Spike's narrative are better left to be discovered, especially as the film saves its most tantalising ideas for its final stretch; an imminent follow-up, directed by Candyman's Nia Da Costa, is set for release in just seven months, leaving this legacy sequel feeling a little incomplete. The human story of 28 Years Later is surprisingly compelling in its own right and, unlike the broader expansion of this world, is kept satisfyingly contained. Fiennes utterly commands the third act of the film with a unique take on Dr Kelson's enigmatic, Kurtz-like figure, whose towering monuments to death comprise the film's most striking imagery. If rage fuelled the early days of the virus outbreak, grief is now the guiding light through its long-term ravages. Amid the exorbitant displays of brutality, death is treated with an unexpected tenderness that raises 28 Years Later to new emotional heights within the genre. After a character has their spinal cord ripped from their body, we observe in great detail as their head is thrust into a kiln, scrubbed free of its charred scalp, and washed. You'll have to trust me when I say it's one of the most beautiful things I've ever seen. 28 Years Later is in cinemas now."
Manslaughter trial delayed after key witnesses escape fire,https://www.abc.net.au//news/2025-06-24/torney-alleged-manslaughter-emma-bates-cobram-fire-witnesses/105454016,2025-06-24,"A man charged with manslaughter will have his trial delayed after two key witnesses escaped a fire days before they were due to appear in court. John Torney, 40, is facing charges of negligent manslaughter over the death of 49-year-old Emma Bates last year. Ms Bates was found dead by emergency services who were called to her home in the northern Victorian town of Cobram in April 2024. Members of Ms Bates's family were present in the courtroom on Tuesday. Mr Torney, who also faces several assault-related charges, was due to appear during the four-day court hearing. Prosecutor Matthew Cookson told the court that police conducted a welfare check at the weekend on Mr Torney's brother who was a key witness in the matter along with Mr Torney's mother. Mr Cookson said Mr Torney's brother lit a fire when police arrived which resulted in the house being destroyed. Mr Cookson told the court that Mr Torney's mother who was hospitalised, was ""physically OK"" but had lost all possessions and was effectively homeless. Mr Torney's lawyer Hayden Rattray told the court that his client had been in custody for more than a year. Magistrate Stephen Ballek said the fire was an ""extreme development"" and that it was in ""the interests of justice"" to allow the prosecutor's application to adjourn the matter to October this year."
Medical centre trespasser caused 'over $7 million in damages',https://www.abc.net.au//news/2025-06-24/court-told-of-damage-bill-to-bragg-centre-trespass-and-flooding/105454560,2025-06-24,"A man who manually set off fire hydrants, sending 63,800 litres of water gushing into the Australian Bragg Centre over half an hour, caused losses of almost $7.9 million, a court has heard. Daniel Michael Loeser, 31, of Ingle Farm, entered through a fire door and set off fire hydrants on six levels at the clinical and medical research facility on January 5 this year, causing ""substantial damage"" to multiple levels of the building on Adelaide's North Terrace. The District Court heard Loeser was amid a drug-induced psychosis, had recently been released from the City Watch House and was intending to seek medical help from the neighbouring Royal Adelaide Hospital at the time. Prosecutor Lauren Docking told the court the $7,896,462 damage bill included about $6 million for the loss of rent, because tenants had been unable to use the building due to the flooding. ""Although the financial loss is to be predominantly covered by insurance, there was also a disruption to the extremely important work and service provided by the tenants of the Bragg Centre."" Ms Docking told the court the centre ""includes a research and therapy centre specialising in proton radiation treatment to paediatric, adolescent and adult patients who are battling rare forms of cancer"". She said Loeser, who ""unlawfully"" entered the building via a fire door, ""manually opened the fire hydrant valves on levels eight, nine, 10, 12, 13 and 14, causing severe flooding"". The court heard a firefighter found Loeser in a kitchen area holding ""large kitchen knives"". He was ""not threatening anyone with them, but he wasn't initially letting go of them"", Ms Docking said. Loeser was arrested and later pleaded guilty to a basic count of serious criminal trespass and a charge of damaging a building, on the basis that he was reckless. Ms Docking said the only appropriate penalty was a prison term, to which Loeser's defence lawyer, Andrew Ey, agreed. Mr Ey said his client was ""suffering some sort of drug-induced psychosis"" at the time, and had been intending to seek help from the Royal Adelaide Hospital. ""His instructions are that he was wishing to attend and obtain medical treatment of some sort. ""In his confused and dysregulated state, he was unable to make the connection that he was in the wrong place. He said his client had been arrested the day before, on January 4, for being unlawfully on premises after refusing to leave an acquaintance's home. Mr Ey said Loeser was arrested, taken to the City Watch House and ""somewhat surprisingly given his state"", released on bail. ""He wanders through the city and then finds himself at the Bragg Centre shortly thereafter,"" he said. He said his client had been ""up for a number of days"" after consuming GHB and methamphetamine and was coming off the drugs when he entered the building. He asked Judge Geraldine Davison to be as lenient as possible when sentencing Loeser, and asked her to impose a longer-than-usual non-parole period to allow Loeser to be supervised and drug tested when released from custody. Judge Davison said Loeser, who will be sentenced next month, was ""quite literally caught in the act""."
"Cairns hospital patient dies from rare, soil-borne disease",https://www.abc.net.au//news/2025-06-24/melioidosis-cases-and-deaths-in-queensland/105454874,2025-06-24,"A hospital patient in Far North Queensland has died from the rare soil-borne disease, melioidosis. The fatality reported by the Cairns Hospital and Health Service, is the 32nd fatal case of melioidosis recorded in Queensland this year. The patient was diagnosed with the tropical disease at the start of June. Melioidosis is caused by a bacterium found in soil and water in northern Australia. Most cases occur during the wet season or after heavy rain or flooding. Queensland experienced a significantly above-average wet season from October to April. Townsville in particular recorded its highest wet-season rainfall on record. The record-breaking rain has prompted a surge in melioidosis cases with 235 patients diagnosed with the disease in Queensland this year. It's almost four times the number of cases recorded this time last year. In 2024 Queensland Health recorded a total of 81 melioidosis cases. Queensland Health stated that the outbreak of melioidosis peaked in April and, over the past seven days, the state had not recorded any new cases. There is no vaccine to prevent melioidosis, but Queensland Health said people in North Queensland should take care around soil and muddy water. Anyone gardening is urged to wear gloves and footwear, and those using pressure hoses should wear a face mask. Queensland Health data shows 74 per cent of the 235 melioidosis cases detected this year were in people aged 50 or older. Ninety-four per cent of cases were people who were particularly vulnerable to the disease, with underlying health conditions like diabetes and cancer. Symptoms of melioidosis include fever, cough, and difficulty breathing, and sepsis can occur in rare cases."
Driver to face trial over intersection crash that killed 16-year-old,https://www.abc.net.au//news/2025-06-24/shiva-kumar-jandhyala-trial-over-crash-hat-killed-ruby-crowley/105452986,2025-06-24,"A Shepparton man has been committed to stand trial in the County Court after pleading not guilty to killing a teenage passenger in a road collision in northern Victoria. Shiva Kumar Jandhyala, 31, from Kialla, is alleged to have driven through a stop sign and collided with two other vehicles in Pine Lodge on April 19, last year. The collision occurred at the Boundary Road-New Dookie Road intersection about 6:30pm. One of Mr Jandhyala's passengers, 16-year-old Ruby Crowley from Lemnos, a farming hamlet on the outskirts of Shepparton, was seriously injured and died in hospital. Another passenger, a 32-year-old man, also from Lemnos, was also seriously hurt. The drivers and passengers in the other vehicles were treated for non-life-threatening injuries. Mr Jandhyala appeared at Shepparton Magistrates Court on Tuesday and pleaded not guilty to dangerous driving causing death and dangerous driving causing serious injury. He is also facing three other charges, including failing to stop. The court heard from three police witnesses, including Detective Acting Senior Sergeant Jenelle Hardiman, of Victoria Police's collision reconstruction unit. Mr Jandhyala's defence barrister Kyle McDonald asked her about the safety of the intersection, including visibility at the time of the crash. The court heard drivers travelling south along Boundary Road — as Mr Jandhyala was — had an obstructed view of drivers travelling west on New Dookie Road due to vegetation at the intersection. Detective Acting Senior Sergeant Hardiman agreed but told the court that if Mr Jandhyala had obeyed the stop sign, it would not have been an issue. ""We know that from [the] airbag control module and from the momentum of that collision."" Asked if she considered the intersection to be dangerous due to its layout and the approaches, as well as a lack of safety features like flashing signs, Detective Acting Senior Sergeant Hardiman said she did. Asked if an appropriate safety ""treatment"" for the intersection would include regularly trimmed vegetation, she said: The court heard Mr Jandhyala's car was travelling at 55kph at the time of the collision. The court was also told Ms Crowley was not wearing a seatbelt and it was not clear if the 32-year-old man was.Magistrate Simon Zebrowski said he was satisfied there was enough evidence to commit Mr Jandhyala to stand trial. The matter will return to the County Court in Melbourne on July 22."
Child prodigies speak about the importance of just being kids,https://www.abc.net.au//news/2025-06-24/what-its-like-to-be-a-child-prodigy/105437564,2025-06-24,"The story of Australian pianist Geoffrey Tozer, as narrated in Janine Hosking's documentary The Eulogy, follows a familiar, tragic arc. In the 60s and 70s, Tozer seemed set to be one of Australia's biggest international success stories. By age 16, Tozer had performed on some of the world's most famous stages and met the who's who of classical music. But away from the piano, Tozer seemed to lack any other skills. In later life, he dealt with alcohol addiction, dying in penury in 2009. Classical music's history is peppered with stories of exceptionally talented child musicians including household names like Mozart and Mendelssohn. Even today, young performers like violinists Christian Li and Chloe Chua have attracted enormous attention for their early success. Tozer described his experience of being a child prodigy like ""an old man with no future. I wouldn't wish it on anybody."" But unlike Tozer, many prodigies have gone on to have happier lives and successful music careers as they've grown up. Australian pianists Andrea Lam and Grace Kim were both labelled as prodigies when they were younger. Lam made her debut with the Sydney Symphony Orchestra aged 13. Kim was winning international music competitions before she finished high school. They speak about their experiences navigating the label of ""child prodigy"" and how to support the next generation in their musical journeys. Lam remembers how surreal her orchestral debut felt, describing it as ""an incredible sensory experience"". ""[I was] on stage making music with professional musicians who were treating me with respect and being on the same playing field as them."" Lam remembers her teenage years as ""the good days"". She had opportunities to hone her craft, but along with her recognition as a young musician, ""I had enough time to be a kid,"" Lam reflects. In her youth, Kim preferred watching TV and reading books over spending time practising. She loves playing the piano, learning new music and performing, but ""the practice part was the most boring thing in the whole world,"" Kim admits. Despite this tendency, Kim did well in elite competitions thanks to her ability to ""wing it."" ""Gifted kids [like myself] tend to find ways to do what they like doing and try to avoid what they don't like doing,"" Kim says. But as an adult, Kim doesn't see ""giftedness"" as a celebration of exceptionalism. She says it should be regarded as part of our neurodiversity. ""As someone with children now, I realise the importance of structure,"" she says. ""As a grown adult, I started practising more regularly."" As a piano teacher and researcher, Kim also supports the next generation of talented pianists, some of whom have gone on to win international music competitions. She says maintaining boundaries between parents, teachers and students is important in supporting young musicians in their journeys. ""The parent's job is to offer love and support,"" she says. ""My role as a teacher is to give the students challenges that are proportional to their ability."" It's up to the students to develop their skills as musicians. Audiences are always fascinated by displays of young musical talents, and we have an abundance of them. Violinist Christian Li was just 10 years old when he won the Yehudi Menuhin International Competition in 2018. Taking joint first prize with Li was 11-year-old Singapore-based violinist Chloe Chua. Now in their teens, both violinists regularly perform with major symphony orchestras, a feat which takes most musicians years to achieve. Chua, 18, recently made her Australian debut alongside the Singapore Symphony Orchestra in a performance at the Sydney Opera House in February. ""I find the process of learning music of different genres and by different composers very fun,"" Chua says. ""And I feel very emotionally satisfied after I have mastered a violin piece."" Chua, who is still finishing high school, is famed for her sensitive musical interpretations. ""I love to captivate and move my audiences with expressive performances and bring joy to them,"" Chua says. Lam and Kim highlight that we should move away from the idea that young performers should wholly focus on only developing their musical talents. ""You have all of your life to be an adult, but you have a very specific window of time to enjoy being a kid,"" Lam says. Some of the harmful ideas around prodigies concern how much they should practise and external pressure for excellence. The expectation for constant excellence can be hard for young musicians, Lam says. While Lam stresses playing an instrument at an elite level does take dedication and hours of practice, Kim says the myth that musicians should practise between eight to 10 hours a day is not healthy. ""Parents do need to create opportunities for these kids to de-stress, be healthy, exercise and focus on other things in life."" The opportunity to be just kids is one of the secrets to the longevity of their success, Lam and Kim say. Chua's family and friends ensure she has time to just be a teenager. ""I normally take breaks between classes or my practice sessions to go out for meals with friends,"" Chua says. ""Sometimes, I also attend parties organised by the school or concerts to socialise with friends."" Lam recalls how much she liked reading and going out with her friends, some of whom are still close to her. Chua also shares similar hobbies during her free time. Kim points out that for young musicians and their parents, ""music is a long game"". ""We can't stop people from labelling, but we can help ground the child by not buying into the wave,"" Kim says. ""Children need to develop the skills to be able to achieve goals in their own way,"" Kim says. ""They also need time to figure that out."" Get a front row experience with the Singapore Symphony Orchestra concert featuring violinist Chloe Chua. Stream Front Row with Megan Burslem onABC iview."
Native forests in firing line ahead of likely shot-hole borer spread,https://www.abc.net.au//news/2025-06-24/shot-hole-borer-native-forest-concerns-western-australia/105445194,2025-06-24,"Biosecurity experts say it is only a matter of time until the invasive polyphagous shot-hole borer breaks quarantine lines in metropolitan Perth and spreads throughout the state. The invasive beetle has already had a devastating impact on Perth's urban tree canopy, felling thousands of trees. It is feared the effects could be replicated in the native forests of Western Australia's South West. The WA government last week announced it efforts to eradicate the polyphagous shot-hole borer had failed. It haschanged its strategyfrom eradication, to management. It has since poured an additional $26.5 million into its shot-hole borer response, which includes the continuation of two quarantine zones in Perth for at least 18 months. The shot-hole borer is less than two millimetres long and spreads a fungus that can starve trees of nutrients, killing them in the process. Experts are unsure how the pest arrived in the country. Jacquie Rusha, who manages a native plant nursery in Bunbury, said biosecurity would become increasingly important as the beetle spread. ""It was inevitable that they were going to have to accept that it wasn't going to be contained,"" Ms Rusha said. The nursery specialises in propagating and growing local native species for retail and landscaping projects. Plants are grown onsite and are only shipped to the site under strict quarantine protocols. However, Ms Rusha said she was concerned about the unknown impacts on the native environment as a whole. ""If we were to come across an infestation here, we would be able to quarantine immediately and find it a lot sooner than we would in the wild,"" she said. ""We don't know how this will all end up looking in the end, but we might lose some of those really key species of plants, particularly marri. ""This change in management certainly doesn't mean that we give up and go, 'oh well, it's just here now'. ""It means that if anything, we become more vigilant."" Introduced species of trees, including the box elder maple and coral tree, are extremely susceptible to the shot-hole borer. But many Australian natives are also at high risk, including the Moreton bay fig, marri and red flowering gum. Invasive Species Council policy director Carol Booth said 15 native tree species in WA had already been identified as highly or very highly susceptible to the pest. ""Now that eradication is off the table, the priority must be stopping the borer from spreading beyond the Perth region,"" Dr Booth said. Ecologist Bruce Webber said the breach of containment lines in Perth was ""inevitable"" due to the eventual shift from cost-sharing between state and federal governments to just state funding. The WA government said the quarantine zones would be maintained for the next 18 months as authorities transitioned to management of the pest. ""After that period, the federal and state cost-sharing model disappears, and this simply then becomes yet another invasive species added to the very long list that are being managed and funded at the state level,"" Dr Webber said. What was less certain was the impact the beetle would have on the environment once it arrived. ""It's simply going to be a matter of suck it and see, and that's a pretty scary outcome given we know there are already impacts identified to our native species,"" Dr Webber. ""We don't know the full extent of the species that will be impacted as the borer inevitably spreads out to these native landscapes,"" Dr Webber said. ""But if it's anything to go by from what we've seen in Perth, there's serious concerns for how our native landscapes will be impacted in the long term. ""We're essentially flying blind as this beetle moves into our native landscapes."" Federal Agriculture Minister Julie Collins has been contacted for comment."
